sentiment_day,realized_vol,vol_bucket
2023-11-14 00:00:00+00:00,0.005355487780891953,Low
2024-03-09 00:00:00+00:00,0.015118783776105541,Mid
2024-07-03 00:00:00+00:00,0.022660521811757258,High
2024-10-27 00:00:00+00:00,0.02483771861388279,High
2025-02-19 00:00:00+00:00,0.007219428264841907,Mid
2025-06-15 00:00:00+00:00,0.0030928540761895346,Low
